Id,Id2,Geography,GEOGRAPHIC AREA CODES - Place (FIPS),GEOGRAPHIC AREA CODES - Place Size Code,AREA CHARACTERISTICS - Area (Land),Land Area (square miles),AREA CHARACTERISTICS - Area (Water),AREA CHARACTERISTICS - Functional Status Code,2010 Population,Population Density (persons / sq. mile), Housing Unit Count,Housing Density
1600000US0501030,501030,"Almyra town, Arkansas",1030,6,1021742,0.394496808,0,A,283,717.3695551,132,334.6034674
1600000US1729431,1729431,"Gladstone village, Illinois",29431,6,1014762,0.391801815,0,A,281,717.1993315,137,349.666578
1600000US1749477,1749477,"Milton village, Illinois",49477,6,978774,0.37790677,0,A,271,717.1080842,118,312.2463245
1600000US3972298,3972298,"Shiloh village, Ohio",72298,8,2344267,0.905126587,9254,A,649,717.0267772,265,292.7767272
1600000US4051850,4051850,"Nicoma Park city, Oklahoma",51850,11,8644466,3.337647124,1251,A,2393,716.9721396,1042,312.1959756
1600000US4570090,4570090,"Sullivan's Island town, South Carolina",70090,10,6469876,2.498033196,2436389,A,1791,716.9640512,1054,421.9319431
1600000US4877896,4877896,"West Tawakoni city, Texas",77896,10,5694750,2.198755361,38551,A,1576,716.7691449,837,380.6699075
1600000US4002300,4002300,"Apache town, Oklahoma",2300,9,5219660,2.015322079,31547,A,1444,716.5107827,694,344.3618305
1600000US5312875,5312875,"Clearview CDP, Washington",12875,12,12015955,4.63938636,0,S,3324,716.474064,1248,269.0010926
1600000US1960690,1960690,"Oxford Junction city, Iowa",60690,7,1793006,0.692283516,0,A,496,716.4694641,262,378.4576605
1600000US2737322,2737322,"Lino Lakes city, Minnesota",37322,15,73090447,28.22038056,12932387,A,20216,716.3617074,6323,224.0579282
1600000US4963680,4963680,"Richmond city, Utah",63680,11,8932527,3.448868103,4384,A,2470,716.1769967,795,230.5104099
1600000US2823220,2823220,"Ethel town, Mississippi",23220,7,1511729,0.583681855,0,A,418,716.1435575,205,351.2187303
1600000US3631786,3631786,"Hamlin CDP, New York",31786,13,19969126,7.710122981,0,S,5521,716.0715871,2132,276.5195841
1600000US2615000,2615000,"Cheboygan city, Michigan",15000,12,17603763,6.796851182,505597,A,4867,716.0668771,2415,355.3115899
1600000US1054050,1054050,"Odessa town, Delaware",54050,7,1316579,0.508334015,59039,A,364,716.0646129,154,302.9504132
1600000US2840600,2840600,"Lexington city, Mississippi",40600,10,6261175,2.417453285,9785,A,1731,716.042792,804,332.5814008
1600000US3949504,3949504,"Miamiville CDP, Ohio",49504,5,875695,0.338107744,76671,S,242,715.7481726,107,316.4671672
1600000US2639500,2639500,"Howard City village, Michigan",39500,10,6543142,2.526321357,87133,A,1808,715.6650893,743,294.1035185
1600000US2028625,2028625,"Greenleaf city, Kansas",28625,7,1197992,0.462547317,3187,A,331,715.6024648,199,430.2262553
1600000US4833476,4833476,"Hickory Creek town, Texas",33476,12,11752005,4.537474691,237517,A,3247,715.5962779,1209,266.4477672
1600000US1931710,1931710,"Gowrie city, Iowa",31710,9,3753416,1.449202081,0,A,1037,715.5661818,489,337.4270616
1600000US1377372,1377372,"Trenton city, Georgia",77372,11,8329704,3.216116831,0,A,2301,715.4590833,1012,314.6651857
1600000US1903025,1903025,"Arnolds Park city, Iowa",3025,9,4076171,1.573818489,2069,A,1126,715.4573466,1516,963.262289
1600000US2558790,2558790,"Rutland CDP, Massachusetts",58790,11,7642017,2.950599385,625011,S,2111,715.4478547,910,308.4119127
1600000US3776200,3776200,"Youngsville town, North Carolina",76200,9,4188630,1.617239153,17075,A,1157,715.416763,562,347.5058088
1600000US5424292,5424292,"Eleanor town, West Virginia",24292,10,5495589,2.121858866,12399,A,1518,715.4104472,659,310.5767356
1600000US2701864,2701864,"Appleton city, Minnesota",1864,9,5113186,1.974212236,171900,A,1412,715.221988,851,431.0580112
1600000US3724740,3724740,"Franklinville town, North Carolina",24740,9,4215132,1.627471633,54938,A,1164,715.2198394,438,269.1291148
1600000US4229568,4229568,"Glendon borough, Pennsylvania",29568,7,1593394,0.615212889,1899,A,440,715.1995803,152,247.0689459
1600000US2921844,2921844,"Ellington city, Missouri",21844,8,3574328,1.380055815,3019,A,987,715.1884651,488,353.6088865
1600000US5472292,5472292,"Scarbro CDP, West Virginia",72292,7,1760086,0.679573033,1988,S,486,715.1549231,210,309.0175594
1600000US5515400,5515400,"Cleveland village, Wisconsin",15400,9,5378266,2.0765602,15942,A,1485,715.1249455,643,309.6466936
1600000US3766280,3766280,"Swannanoa CDP, North Carolina",66280,12,16573536,6.399078297,88641,S,4576,715.1029864,1954,305.3564763
1600000US2521815,2521815,"Essex CDP, Massachusetts",21815,9,5328005,2.057154319,452056,S,1471,715.0654603,645,313.5399197
1600000US0503940,503940,"Bassett town, Arkansas",3940,4,626758,0.241992627,0,A,173,714.8978138,72,297.529726
1600000US0427260,427260,"Gila Crossing CDP, Arizona",27260,8,2251042,0.869132212,0,S,621,714.5057924,141,162.2307838
1600000US1810090,1810090,"Cannelburg town, Indiana",10090,4,489409,0.188961879,0,A,135,714.4298123,58,306.9402156
1600000US4143900,4143900,"Lostine city, Oregon",43900,5,772186,0.298142694,0,A,213,714.4230069,112,375.6590459
1600000US3720840,3720840,"Ellerbe town, North Carolina",20840,9,3821268,1.475399886,14392,A,1054,714.3825955,490,332.1133509
1600000US1320288,1320288,"Crawford city, Georgia",20288,8,3017010,1.164874123,22791,A,832,714.240263,383,328.7908903
1600000US3919750,3919750,"Custar village, Ohio",19750,4,649100,0.250618922,0,A,179,714.2317855,83,331.1801017
1600000US1966585,1966585,"Riceville city, Iowa",66585,8,2846796,1.099154127,26844,A,785,714.1855546,389,353.9085105
1600000US4745500,4745500,"Manchester city, Tennessee",45500,14,36637187,14.14569759,87640,A,10102,714.1394009,4525,319.8852494
1600000US4545295,4545295,"Mayesville town, South Carolina",45295,8,2651705,1.023829068,0,A,731,713.9863703,341,333.0634094
1600000US2703196,2703196,"Bagley city, Minnesota",3196,9,5050314,1.94993722,152027,A,1392,713.8691368,735,376.9352123
1600000US2744044,2744044,"Mora city, Minnesota",44044,12,12956674,5.002600012,692243,A,3571,713.8288073,1684,336.6249542
1600000US2842600,2842600,"Lula town, Mississippi",42600,6,1081269,0.417480313,0,A,298,713.8061149,138,330.5545096
1600000US3915644,3915644,"Clayton city, Ohio",15644,14,47929435,18.5056591,231774,A,13209,713.7816561,5423,293.0454933
1600000US3574800,3574800,"Springer town, New Mexico",74800,9,3799273,1.466907569,0,A,1047,713.7464025,592,403.5700767
1600000US2909046,2909046,"Brunswick city, Missouri",9046,8,3114474,1.202505185,127426,A,858,713.5104368,491,408.3142476
1600000US0137864,137864,"Irondale city, Alabama",37864,14,44828260,17.30828869,420918,A,12349,713.4731933,5495,317.4779494
1600000US0823795,823795,"El Jebel CDP, Colorado",23795,12,13798758,5.327730476,88862,S,3801,713.4369911,1297,243.4432458
1600000US3757740,3757740,"Roper town, North Carolina",57740,8,2218266,0.856477327,0,A,611,713.3872439,318,371.2882873
1600000US3603331,3603331,"Avoca village, New York",3331,8,3434670,1.326133557,5514,A,946,713.3519808,393,296.3502415
1600000US5054850,5054850,"Perkinsville village, Vermont",54850,4,472012,0.18224486,20672,A,130,713.3260171,65,356.6630086
1600000US2675280,2675280,"South Rockwood village, Michigan",75280,10,6082012,2.348278062,293988,A,1675,713.2886124,734,312.5694576
1600000US3145225,3145225,"Shubert village, Nebraska",45225,4,544669,0.210297886,0,A,150,713.2739333,103,489.7814342
1600000US3903786,3903786,"Bannock CDP, Ohio",3786,5,766295,0.295868166,994,S,211,713.1554662,94,317.7090703
1600000US5531475,5531475,"Green Valley CDP, Wisconsin",31475,4,483064,0.186512061,0,S,133,713.0906133,53,284.1639286
1600000US4865726,4865726,"Santa Fe city, Texas",65726,14,44392085,17.13988057,493068,A,12222,713.0738134,4957,289.2085496
1600000US0155152,155152,"North Johns town, Alabama",55152,4,526683,0.203353452,0,A,145,713.0442031,64,314.7229586
1600000US4856498,4856498,"Pecan Plantation CDP, Texas",56498,13,19229422,7.424521658,567288,S,5294,713.0425695,2466,332.1426098
1600000US4847628,4847628,"Menard city, Texas",47628,9,5343446,2.063116123,0,A,1471,712.9991298,828,401.3346563
1600000US4819528,4819528,"Decatur city, Texas",19528,13,21947885,8.474126135,0,A,6042,712.9938714,2441,288.0533003
1600000US4769900,4769900,"South Fulton city, Tennessee",69900,11,8551125,3.301607961,910,A,2354,712.9859231,1186,359.2189061
1600000US2975886,2975886,"Verona town, Missouri",75886,8,2248650,0.868208656,5101,A,619,712.9622538,239,275.2794486
1600000US1714442,1714442,"Cisco village, Illinois",14442,6,948281,0.366133357,0,A,261,712.8550166,129,352.3306404
1600000US2717126,2717126,"Dundas city, Minnesota",17126,9,4967748,1.918058308,0,A,1367,712.6999188,533,277.8851914
1600000US1208800,1208800,"Brooksville city, Florida",8800,13,28052698,10.83120771,253659,A,7719,712.6629094,4339,400.6016795
1600000US1738791,1738791,"Junction City village, Illinois",38791,7,1751927,0.676422825,45357,A,482,712.5720512,200,295.6730503
1600000US4551145,4551145,"North Hartsville CDP, South Carolina",51145,12,11816453,4.562358204,15268,S,3251,712.5700909,1392,305.1053727
1600000US1744173,1744173,"Loami village, Illinois",44173,8,2707891,1.045522605,10076,A,745,712.5623077,320,306.0670315
1600000US3641784,3641784,"Leeds CDP, New York",41784,7,1370367,0.529101679,24336,S,377,712.5284511,219,413.9091003
1600000US3618201,3618201,"Corfu village, New York",18201,8,2577322,0.99510963,0,A,709,712.484312,333,334.6364963
1600000US3946872,3946872,"Maineville village, Ohio",46872,8,3544816,1.368661168,0,A,975,712.3750006,422,308.3305131
1600000US3348580,3348580,"Milton CDP, New Hampshire",48580,8,2090566,0.80717208,4243,S,575,712.3635896,261,323.351125
1600000US1652030,1652030,"Menan city, Idaho",52030,8,2694609,1.040394396,0,A,741,712.2299035,278,267.2063606
1600000US0255140,255140,"Noorvik city, Alaska",55140,8,2429178,0.937910909,1089672,A,668,712.2211645,171,182.3200885
1600000US1901675,1901675,"Alvord city, Iowa",1675,4,712755,0.275196256,0,A,196,712.2189925,85,308.8704814
1600000US1208175,1208175,"Branford town, Florida",8175,8,2589199,0.999695365,0,A,712,712.2169659,347,347.1057404
1600000US3586595,3586595,"Zuni Pueblo CDP, New Mexico",86595,13,22917323,8.848428255,0,S,6302,712.216884,1672,188.9601127
1600000US4835300,4835300,"Hughes Springs city, Texas",35300,10,6400399,2.471207975,0,A,1760,712.2022986,751,303.8999581
1600000US1755717,1755717,"Old Ripley village, Illinois",55717,4,392810,0.151664795,0,A,108,712.0966981,50,329.6743973
1600000US4209696,4209696,"Bryn Athyn borough, Pennsylvania",9696,9,5001554,1.931110878,0,A,1375,712.0254025,453,234.5800053
1600000US4957740,4957740,"Panguitch city, Utah",57740,10,5530737,2.135429585,0,A,1520,711.800572,659,308.6030111
1600000US2655560,2655560,"Morrice village, Michigan",55560,8,3373192,1.302396768,212604,A,927,711.7646656,404,310.19733
1600000US4654220,4654220,"Revillo town, South Dakota",54220,4,433038,0.167196914,0,A,119,711.735626,67,400.7251003
1600000US4631860,4631860,"Ipswich city, South Dakota",31860,8,3471806,1.340471848,0,A,954,711.6896946,441,328.9886324
1600000US3626649,3626649,"Forestville village, New York",26649,8,2536642,0.979402993,0,A,697,711.6580251,315,321.624502
1600000US2046950,2046950,"Miltonvale city, Kansas",46950,8,1961703,0.757417795,0,A,539,711.6283821,262,345.9121264
1600000US0631246,631246,"Grenada CDP, California",31246,7,1335956,0.515815517,3017,S,367,711.494687,193,374.1647809
1600000US2967196,2967196,"Shelbyville city, Missouri",67196,8,2009736,0.775963441,113138,A,552,711.3737207,279,359.5530219
1600000US4873664,4873664,"Trinity city, Texas",73664,12,9819980,3.791515636,0,A,2697,711.3250369,1277,336.8046244
1600000US3665926,3665926,"Scottsburg CDP, New York",65926,4,426019,0.164486862,0,S,117,711.3030076,51,310.0551572
1600000US1783102,1783102,"Woodland village, Illinois",83102,7,1179800,0.455523346,0,A,324,711.2698017,135,296.3624174
1600000US4264368,4264368,"Reynolds Heights CDP, Pennsylvania",64368,11,7504946,2.897675974,11860,S,2061,711.2596504,888,306.452484
1600000US4251208,4251208,"Moscow borough, Pennsylvania",51208,11,7378094,2.848698141,8718,A,2026,711.2020649,789,276.9686225
1600000US1942600,1942600,"Lake Park city, Iowa",42600,9,4025053,1.554081718,159522,A,1105,711.0308212,594,382.2192831
1600000US4080550,4080550,"Wewoka city, Oklahoma",80550,12,12494820,4.824277178,0,A,3430,710.9873404,1654,342.8492889
1600000US2272092,2272092,"South Vacherie CDP, Louisiana",72092,12,13267689,5.12268358,177098,S,3642,710.9554871,1423,277.7840907
1600000US1944490,1944490,"Lenox city, Iowa",44490,9,5125783,1.979075965,211638,A,1407,710.9378442,664,335.5101127
1600000US2967628,2967628,"Shoal Creek Drive village, Missouri",67628,7,1227772,0.47404544,0,A,337,710.9023141,161,339.6298889
1600000US0677784,677784,"Talmage CDP, California",77784,9,4117637,1.589828602,4089,S,1130,710.7684432,382,240.2774737
1600000US3930520,3930520,"Glenmoor CDP, Ohio",30520,10,7240974,2.79575581,642,S,1987,710.7201539,905,323.7049518
1600000US4562755,4562755,"St. Stephen town, South Carolina",62755,10,6184231,2.38774504,0,A,1697,710.7123967,762,319.12955
1600000US3111615,3111615,"Culbertson village, Nebraska",11615,8,2168407,0.837226659,0,A,595,710.679711,291,347.5761275
1600000US4229040,4229040,"Gibsonia CDP, Pennsylvania",29040,12,9961094,3.846000059,0,S,2733,710.6084135,1054,274.0509579
1600000US1737348,1737348,"Indianola village, Illinois",37348,6,1005995,0.388416858,0,A,276,710.5767802,117,301.2227655
1600000US1577225,1577225,"Wailua Homesteads CDP, Hawaii",77225,13,18915390,7.30327322,264227,S,5188,710.366413,2106,288.3638523
1600000US4878436,4878436,"White Oak city, Texas",78436,13,23590067,9.108176177,124207,A,6469,710.2409829,2389,262.2918083
1600000US4063700,4063700,"Rocky town, Oklahoma",63700,4,590799,0.228108779,0,A,162,710.1874851,93,407.7002229
1600000US1736568,1736568,"Hume village, Illinois",36568,7,1386051,0.535157306,0,A,380,710.0715919,193,360.6416243
1600000US5469844,5469844,"Roderfield CDP, West Virginia",69844,4,685755,0.264771497,36419,S,188,710.0462177,99,373.9073168
1600000US3247000,3247000,"Minden CDP, Nevada",47000,12,10946752,4.226564756,49379,S,3001,710.0328927,1479,349.9295729
1600000US5686665,5686665,"Yoder town, Wyoming",86665,4,550879,0.21269558,0,A,151,709.9348278,85,399.6321878
1600000US4713080,4713080,"Charlotte town, Tennessee",13080,9,4505835,1.739712694,0,A,1235,709.8873305,432,248.3168638
1600000US3770660,3770660,"Walkertown town, North Carolina",70660,12,17061373,6.587433224,52659,A,4675,709.6846133,2106,319.6996354
1600000US2762788,2762788,"Stewart city, Minnesota",62788,8,2083928,0.804609133,7280,A,571,709.6613453,261,324.3811053
1600000US4576165,4576165,"Westminster city, South Carolina",76165,11,8825230,3.407440498,9224,A,2418,709.6235434,1227,360.0943291
1600000US3922820,3922820,"Duncan Falls CDP, Ohio",22820,8,3212173,1.240226982,199768,S,880,709.5475368,385,310.4270474
1600000US1771422,1771422,"Sparland village, Illinois",71422,7,1482081,0.572234698,0,A,406,709.4990949,179,312.8087142
1600000US5357430,5357430,"Raymond city, Washington",57430,12,10520715,4.062070944,1450296,A,2882,709.4903166,1279,314.8640232
1600000US5503825,5503825,"Augusta city, Wisconsin",3825,10,5659612,2.185188503,0,A,1550,709.320957,662,302.9486926
1600000US0160648,160648,"Pinson city, Alabama",60648,13,26158496,10.0998522,71377,A,7163,709.2182992,2948,291.8854595
1600000US0453490,453490,"Patagonia town, Arizona",53490,8,3334708,1.287538012,13592,A,913,709.1052782,576,447.3654329
1600000US3708960,3708960,"Burgaw town, North Carolina",8960,12,14142549,5.460468929,28008,A,3872,709.0966088,1473,269.7570519
1600000US2720330,2720330,"Fairmont city, Minnesota",20330,14,38963202,15.04377704,4878605,A,10666,708.9974794,5251,349.0479809
1600000US0610074,610074,"Cambria CDP, California",10074,13,22036561,8.508364131,0,S,6032,708.9494416,4062,477.4125716
1600000US3629322,3629322,"Glen Park village, New York",29322,8,1834114,0.708155405,62581,A,502,708.8839494,199,281.0117648
1600000US2551405,2551405,"Orleans CDP, Massachusetts",51405,10,5923754,2.287174304,279743,S,1621,708.7347901,1322,578.0057943
1600000US1982290,1982290,"Washburn CDP, Iowa",82290,8,3201941,1.236276384,27902,S,876,708.5794173,389,314.6545586
1600000US0926370,926370,"Essex Village CDP, Connecticut",26370,11,9120279,3.521359558,3414256,S,2495,708.5331556,1370,389.0542778
1600000US3663742,3663742,"Rosendale Hamlet CDP, New York",63742,9,4931372,1.904013455,143082,S,1349,708.5033966,690,362.3923971
1600000US4847088,4847088,"Maud city, Texas",47088,9,3860613,1.490591076,0,A,1056,708.4437958,453,303.9062874
1600000US1201675,1201675,"Apollo Beach CDP, Florida",1675,14,51383817,19.8394035,6334593,S,14055,708.4386382,6694,337.4093379
1600000US4203120,4203120,"Arona borough, Pennsylvania",3120,7,1352917,0.522364196,6564,A,370,708.3180712,165,315.8715723
1600000US2900514,2900514,"Albany city, Missouri",514,10,6325979,2.442474251,0,A,1730,708.2981527,880,360.2903898
1600000US1903970,1903970,"Avoca city, Iowa",3970,10,5507377,2.126410238,0,A,1506,708.2358676,711,334.3663359
1600000US3057700,3057700,"Pinesdale town, Montana",57700,8,3353964,1.294972795,3575,A,917,708.122984,194,149.8100969
1600000US5476444,5476444,"Stanaford CDP, West Virginia",76444,9,4938027,1.906582965,40084,S,1350,708.0730421,624,327.287095
1600000US0132968,132968,"Hanceville city, Alabama",32968,12,10908443,4.211773568,37040,A,2982,708.01527,1439,341.6612923
1600000US3764580,3764580,"Star town, North Carolina",64580,8,3204862,1.237404189,0,A,876,707.9335984,420,339.4202184
1600000US3028000,3028000,"Fort Benton city, Montana",28000,9,5356311,2.068083327,0,A,1464,707.9018436,811,392.1505432
1600000US2266200,2266200,"Rosepine town, Louisiana",66200,10,6190719,2.390250071,14546,A,1692,707.8757243,731,305.8257414
1600000US2820260,2820260,"Duck Hill town, Mississippi",20260,8,2678270,1.034085872,0,A,732,707.8715798,337,325.8916973
1600000US3844900,3844900,"Lansford city, North Dakota",44900,5,896466,0.346127472,0,A,245,707.8317081,128,369.8059536
1600000US3938920,3938920,"Jeffersonville village, Ohio",38920,9,4402162,1.699684323,89374,A,1203,707.7784879,574,337.709769
1600000US5367175,5367175,"Sprague city, Washington",67175,7,1632097,0.630156201,0,A,446,707.7610265,236,374.5103189
1600000US1371772,1371772,"Soperton city, Georgia",71772,12,11399553,4.401392207,158487,A,3115,707.7306119,1261,286.5002573
1600000US4801108,4801108,"Ackerly city, Texas",1108,5,805191,0.310885996,0,A,220,707.6549042,83,266.9788957
1600000US2835020,2835020,"Inverness town, Mississippi",35020,9,3730134,1.44021285,0,A,1019,707.5343063,416,288.8461937
1600000US5131488,5131488,"Glenvar CDP, Virginia",31488,8,3572951,1.379524152,76187,S,976,707.4903317,459,332.7234244
1600000US5313890,5313890,"Colton town, Washington",13890,7,1530241,0.590829378,0,A,418,707.4800531,167,282.6535141
1600000US4613980,4613980,"Corsica city, South Dakota",13980,8,2167296,0.836797699,12813,A,592,707.4589239,286,341.7791423
1600000US1277275,1277275,"White City CDP, Florida",77275,12,13616107,5.257208528,0,S,3719,707.4096415,1530,291.0289733
1600000US5544625,5544625,"Linden village, Wisconsin",44625,8,2010054,0.776086221,0,A,549,707.3956282,233,300.2243741
1600000US4227656,4227656,"Fredericksburg CDP (Lebanon County), Pennsylvania",27656,9,4968678,1.918417383,0,S,1357,707.3538909,566,295.034858
1600000US5111245,5111245,"Bull Run Mountain Estates CDP, Virginia",11245,9,4580878,1.768686959,1658,S,1251,707.3043613,484,273.6493292
1600000US2022425,2022425,"Fairview city, Kansas",22425,6,952111,0.367612128,0,A,260,707.2671989,146,397.1577348
1600000US1964200,1964200,"Portsmouth city, Iowa",64200,4,714105,0.275717494,1208,A,195,707.2456572,98,355.436279
1600000US1974055,1974055,"South English city, Iowa",74055,5,776438,0.299784401,0,A,212,707.1748884,101,336.9087912
1600000US2304860,2304860,"Biddeford city, Maine",4860,15,77926014,30.08740349,75093192,A,21277,707.1730202,10064,334.4921406
1600000US1580600,1580600,"Wheeler AFB CDP, Hawaii",80600,10,5986241,2.31130067,0,S,1634,706.9612453,593,256.5654948
1600000US4872392,4872392,"Texas City city, Texas",72392,16,165249091,63.80303345,315306547,A,45099,706.8472698,18773,294.2336592
1600000US4879036,4879036,"Wickett town, Texas",79036,7,1824759,0.704543419,0,A,498,706.8407521,221,313.6783257
1600000US4061700,4061700,"Ramona town, Oklahoma",61700,8,1960342,0.75689231,0,A,535,706.8376742,251,331.6191705
1600000US1736347,1736347,"Hoyleton village, Illinois",36347,8,1946146,0.751411203,0,A,531,706.6703259,213,283.4666279
1600000US0630282,630282,"Golden Hills CDP, California",30282,13,31725687,12.24935675,44673,S,8656,706.649351,3522,287.525302
1600000US3726200,3726200,"Glen Alpine town, North Carolina",26200,10,5560158,2.146789097,0,A,1517,706.6367172,678,315.8204972
1600000US1732408,1732408,"Hamel village, Illinois",32408,8,2991203,1.154909984,25398,A,816,706.5485719,337,291.7976333
1600000US5340735,5340735,"Lyle CDP, Washington",40735,7,1829241,0.706273929,0,S,499,706.5247346,255,361.0497141
1600000US4935960,4935960,"Holden town, Utah",35960,7,1385880,0.535091282,0,A,378,706.4215257,168,313.9651225
1600000US4655820,4655820,"Roscoe city, South Dakota",55820,7,1206479,0.465824166,0,A,329,706.2750798,177,379.9716995
1600000US4671940,4671940,"Willow Lake city, South Dakota",71940,6,964463,0.372381262,10783,A,263,706.2653974,129,346.4191493
1600000US2814900,2814900,"Coldwater town, Mississippi",14900,10,6150001,2.374528762,13735,A,1677,706.2453935,662,278.7921589
1600000US0437200,437200,"Kearny town, Arizona",37200,10,7153552,2.762001986,121478,A,1950,706.0096299,878,317.8853616
1600000US3116760,3116760,"Farwell village, Nebraska",16760,4,447704,0.172859488,0,A,122,705.7755481,67,387.5980469
1600000US2406615,2406615,"Bensville CDP, Maryland",6615,14,43756671,16.89454584,2825,S,11923,705.7307199,4002,236.8811827
1600000US3863900,3863900,"Portland city, North Dakota",63900,8,2223985,0.858685446,0,A,606,705.7299074,297,345.8775289
1600000US2622740,2622740,"Douglas city, Michigan",22740,9,4522108,1.745995734,582272,A,1232,705.6145532,1075,615.6945168
1600000US0849875,849875,"Meeker town, Colorado",49875,11,9087862,3.508843284,0,A,2475,705.3606558,1219,347.4079351
1600000US2177160,2177160,"Tompkinsville city, Kentucky",77160,11,8821369,3.405949757,437283,A,2402,705.2364747,1202,352.9118412
1600000US5406940,5406940,"Bethlehem village, West Virginia",6940,11,9179842,3.544356962,2841,A,2499,705.064424,1163,328.1272209
1600000US4872020,4872020,"Teague city, Texas",72020,12,13078001,5.049444631,501731,A,3560,705.0280299,1583,313.4998234
1600000US2662180,2662180,"Palmer CDP, Michigan",62180,7,1535583,0.592891936,0,S,418,705.0188651,184,310.3432325
1600000US1211285,1211285,"Celebration CDP, Florida",11285,13,27287034,10.53558318,47935,S,7427,704.9443657,4086,387.8285551
1600000US4825168,4825168,"Fair Oaks Ranch city, Texas",25168,13,21994826,8.492250157,56387,A,5986,704.8779639,2373,279.431241
1600000US3928532,3928532,"Franklin Furnace CDP, Ohio",28532,10,6099790,2.355142186,1023946,S,1660,704.8406716,612,259.8569223
1600000US2660740,2660740,"Onekama village, Michigan",60740,7,1510284,0.583123937,0,A,411,704.8244357,338,579.6366405
1600000US2671360,2671360,"Sand Lake village, Michigan",71360,8,1837495,0.709460816,82984,A,500,704.7605572,211,297.4089551
1600000US3619510,3619510,"Cuylerville CDP, New York",19510,6,1091480,0.421422802,0,S,297,704.755411,132,313.2246271
1600000US4287320,4287320,"Zion CDP, Pennsylvania",87320,11,7460618,2.880560837,0,S,2030,704.7238768,821,285.0139423
1600000US1316460,1316460,"Clarkesville city, Georgia",16460,10,6369179,2.459153865,77081,A,1733,704.7139363,849,345.2406993
1600000US3711640,3711640,"Chadbourn town, North Carolina",11640,10,6821399,2.63375699,0,A,1856,704.6967533,951,361.0811489
1600000US2002175,2002175,"Arcadia city, Kansas",2175,7,1139369,0.439912849,0,A,310,704.6850318,168,381.8938237
1600000US5541975,5541975,"Lake Wazeecha CDP, Wisconsin",41975,12,9743888,3.76213635,502121,S,2651,704.6528232,1077,286.2735159
1600000US5516900,5516900,"Coon Valley village, Wisconsin",16900,8,2812536,1.085926267,9239,A,765,704.4677188,348,320.4637466
1600000US5143224,5143224,"Lafayette CDP, Virginia",43224,7,1651018,0.637461641,71488,S,449,704.3561076,210,329.4315871
1600000US2904888,2904888,"Berger city, Missouri",4888,5,812672,0.313774427,0,A,221,704.3276353,97,309.1392788
1600000US0659500,659500,"Rancho Mirage city, California",59500,14,63317757,24.44712369,1008458,A,17218,704.2955325,14243,582.6043251
1600000US2163138,2163138,"Princeton city, Kentucky",63138,13,23275876,8.986866348,60849,A,6329,704.2499304,3124,347.6183888
1600000US3731500,3731500,"Hildebran town, North Carolina",31500,11,7440808,2.872912152,0,A,2023,704.163543,888,309.0940317
1600000US2954200,2954200,"Old Appleton town, Missouri",54200,3,312652,0.120715617,0,A,85,704.1342451,31,256.8019012
1600000US3955776,3955776,"New Washington village, Ohio",55776,8,3557160,1.373427213,0,A,967,704.0780836,425,309.4448661
1600000US1339748,1339748,"Homerville city, Georgia",39748,11,9037843,3.48953084,44987,A,2456,703.8195428,1074,307.7777642
1600000US2613760,2613760,"Caseville village, Michigan",13760,8,2859387,1.10401554,76719,A,777,703.7944413,837,758.1415024
1600000US3901784,3901784,"Amesville village, Ohio",1784,4,566736,0.218818002,0,A,154,703.7812174,70,319.9005533
1600000US0844375,844375,"Leadville North CDP, Colorado",44375,10,6602410,2.549204861,0,S,1794,703.7488541,872,342.0674475
1600000US4039800,4039800,"Kildare town, Oklahoma",39800,4,368029,0.142096797,0,A,100,703.7456287,43,302.6106204
1600000US2037725,2037725,"La Harpe city, Kansas",37725,8,2127217,0.82132311,4118,A,578,703.7425256,273,332.3905008
1600000US5323200,5323200,"Fall City CDP, Washington",23200,10,7335418,2.832220844,113381,S,1993,703.688063,812,286.7008064
1600000US5426716,5426716,"Falling Waters CDP, West Virginia",26716,8,3225265,1.245281831,0,S,876,703.4552162,396,318.0003032
1600000US4854024,4854024,"Omaha city, Texas",54024,9,3759782,1.451660008,23857,A,1021,703.3327326,450,309.9899409
1600000US5101528,5101528,"Altavista town, Virginia",1528,12,12707142,4.906255164,291711,A,3450,703.1839732,1669,340.1779859
1600000US1914115,1914115,"Cleghorn city, Iowa",14115,5,883978,0.341305828,0,A,240,703.1816629,113,331.0813663
1600000US1928290,1928290,"Fontanelle city, Iowa",28290,8,2475331,0.955730683,0,A,672,703.1269499,336,351.5634749
1600000US0450620,450620,"Oatman CDP, Arizona",50620,4,497370,0.192035639,0,S,135,702.9945111,112,583.2250759
1600000US4276336,4276336,"Templeton CDP, Pennsylvania",76336,7,1197504,0.462358899,315189,S,325,702.917151,148,320.0976565
1600000US2904330,2904330,"Bellflower city, Missouri",4330,7,1448589,0.559303364,666,A,393,702.6598186,187,334.3444938
1600000US3540360,3540360,"La Villita CDP, New Mexico",40360,8,3527890,1.362126002,55228,S,957,702.5781745,394,289.2537103
1600000US4735160,4735160,"Hohenwald city, Tennessee",35160,12,13850195,5.347590414,0,A,3757,702.5594164,1706,319.0221891
1600000US3624713,3624713,"Esperance village, New York",24713,7,1271925,0.491093009,78347,A,345,702.5145822,168,342.0940574
1600000US0536040,536040,"Judsonia city, Arkansas",36040,11,7443950,2.874125286,85657,A,2019,702.4745964,870,302.7007919
