Id,Id2,Geography,GEOGRAPHIC AREA CODES - Place (FIPS),GEOGRAPHIC AREA CODES - Place Size Code,AREA CHARACTERISTICS - Area (Land),Land Area (square miles),AREA CHARACTERISTICS - Area (Water),AREA CHARACTERISTICS - Functional Status Code,2010 Population,Population Density (persons / sq. mile), Housing Unit Count,Housing Density
1600000US3421120,3421120,"Ellisburg CDP, New Jersey",21120,12,2343627,0.904879482,0,S,4413,4876.892545,1976,2183.716218
1600000US2956414,2956414,"Pasadena Park village, Missouri",56414,7,249655,0.096392338,0,A,470,4875.906191,232,2406.83029
1600000US4827102,4827102,"Four Corners CDP, Texas",27102,14,6582413,2.541483976,7639,S,12382,4871.956745,3332,1311.045055
1600000US2423975,2423975,"Dundalk CDP, Maryland",23975,17,33844563,13.06745939,11184881,S,63597,4866.82209,26144,2000.69495
1600000US1266425,1266425,"Sky Lake CDP, Florida",66425,13,3275950,1.26485142,10333,S,6153,4864.60299,2304,1821.557824
1600000US0651140,651140,"Newman city, California",51140,14,5443812,2.101867653,0,A,10224,4864.245369,3357,1597.150988
1600000US4263840,4263840,"Red Lion borough, Pennsylvania",63840,13,3396260,1.311303373,0,A,6373,4860.050033,2804,2138.330502
1600000US3632094,3632094,"Harbor Hills CDP, New York",32094,8,306610,0.118382788,153652,S,575,4857.125012,190,1604.963048
1600000US2670040,2670040,"Royal Oak city, Michigan",70040,17,30521986,11.78460518,2761,A,57236,4856.844937,30207,2563.2594
1600000US4840018,4840018,"La Chuparosa CDP, Texas",40018,3,26131,0.010089236,0,S,49,4856.66113,15,1486.732999
1600000US4263408,4263408,"Rankin borough, Pennsylvania",63408,11,1131844,0.43700743,172226,A,2122,4855.75268,1046,2393.551981
1600000US1247675,1247675,"Naples Park CDP, Florida",47675,13,3185540,1.229943923,7028,S,5967,4851.440696,3299,2682.236108
1600000US2582000,2582000,"Worcester city, Massachusetts",82000,18,96790105,37.37087006,2810202,A,181045,4844.548701,74645,1997.41135
1600000US3613552,3613552,"Central Islip CDP, New York",13552,16,18417844,7.111169627,0,S,34450,4844.491386,9961,1400.754098
1600000US5145784,5145784,"Lincolnia CDP, Virginia",45784,15,12220609,4.718403715,78334,S,22855,4843.799171,8555,1813.113188
1600000US1206600,1206600,"Biscayne Park village, Florida",6600,12,1633759,0.630797903,0,A,3055,4843.072534,1324,2098.92898
1600000US3675484,3675484,"Troy city, New York",75484,17,26824874,10.3571422,1812610,A,50129,4840.041689,23474,2266.455317
1600000US2927370,2927370,"Glen Echo Park village, Missouri",27370,4,85636,0.033064246,0,A,160,4839.063945,64,1935.625578
1600000US3402350,3402350,"Avenel CDP, New Jersey",2350,14,9109044,3.5170217,38663,S,17011,4836.762877,5379,1529.419053
1600000US2433250,2433250,"Glenmont CDP, Maryland",33250,14,7245589,2.797537672,59104,S,13529,4836.03854,4848,1732.952535
1600000US0631596,631596,"Hacienda Heights CDP, California",31596,17,28943900,11.17530274,18431,S,54038,4835.484214,16650,1489.892523
1600000US0651924,651924,"North Highlands CDP, California",51924,16,22873033,8.83132779,0,S,42694,4834.380629,16093,1822.262788
1600000US0854330,854330,"Northglenn city, Colorado",54330,16,19190776,7.409600353,238875,A,35789,4830.085064,14274,1926.419688
1600000US0677960,677960,"Tarpey Village CDP, California",77960,12,2085099,0.805061259,0,S,3888,4829.446153,1356,1684.343874
1600000US4207000,4207000,"Blawnox borough, Pennsylvania",7000,9,767991,0.296522995,373438,A,1432,4829.305052,899,3031.805336
1600000US4957300,4957300,"Orem city, Utah",57300,17,47379505,18.29332993,0,A,88328,4828.426554,26970,1474.307854
1600000US2265150,2265150,"River Ridge CDP, Louisiana",65150,14,7239893,2.795338434,1945129,S,13494,4827.322458,6316,2259.475963
1600000US3651275,3651275,"Niskayuna CDP, New York",51275,12,2609699,1.00761046,0,S,4859,4822.300078,1998,1982.909149
1600000US1568815,1568815,"Royal Kunia CDP, Hawaii",68815,14,7812600,3.016461852,0,S,14525,4815.244054,4096,1357.882248
1600000US3480270,3480270,"Westwood borough, New Jersey",80270,14,5867982,2.265640613,124284,A,10908,4814.532339,4636,2046.220382
1600000US4103850,4103850,"Banks city, Oregon",3850,10,955980,0.369105957,0,A,1777,4814.335735,580,1571.364506
1600000US2669800,2669800,"Roseville city, Michigan",69800,16,25448122,9.825575254,74007,A,47299,4813.865731,21260,2163.740997
1600000US2466850,2466850,"Riviera Beach CDP, Maryland",66850,14,6820742,2.633503321,1493343,S,12677,4813.739895,5098,1935.824405
1600000US2427250,2427250,"Fairland CDP, Maryland",27250,15,12745125,4.920920483,45838,S,23681,4812.311047,9356,1901.270308
1600000US2567000,2567000,"Springfield city, Massachusetts",67000,18,82530152,31.86507119,3128111,A,153060,4803.378567,61706,1936.477707
1600000US7284509,7284509,"Utuado zona urbana, Puerto Rico",84509,13,4527688,1.748150184,104900,S,8397,4803.363049,3814,2181.734747
1600000US4275304,4275304,"Sunbury city, Pennsylvania",75304,13,5341541,2.062380598,262858,A,9905,4802.70228,4864,2358.439565
1600000US0603386,603386,"Azusa city, California",3386,16,25009844,9.656355165,32466,A,46361,4801.086871,13386,1386.23733
1600000US4259120,4259120,"Pennsburg borough, Pennsylvania",59120,12,2074166,0.800840004,1138,A,3843,4798.71133,1317,1644.523243
1600000US4806060,4806060,"Bayou Vista city, Texas",6060,10,829831,0.320399554,341477,A,1537,4797.135267,1036,3233.462679
1600000US4877196,4877196,"Wells Branch CDP, Texas",77196,14,6544774,2.526951476,5957,S,12120,4796.293128,6225,2463.442634
1600000US7255355,7255355,"Mucarabones comunidad, Puerto Rico",55355,10,843010,0.325487995,0,S,1561,4795.875812,591,1815.735173
1600000US1245200,1245200,"Miami Springs city, Florida",45200,14,7458196,2.879625697,274723,A,13809,4795.414909,5361,1861.700292
1600000US4105350,4105350,"Beaverton city, Oregon",5350,17,48505329,18.72801303,0,A,89803,4795.116272,39500,2109.139926
1600000US3973264,3973264,"South Euclid city, Ohio",73264,15,12044997,4.650599539,0,A,22295,4794.005549,9607,2065.755161
1600000US0634120,634120,"Hollister city, California",34120,16,18880319,7.28973223,0,A,34928,4791.396844,10401,1426.801379
1600000US4129000,4129000,"Gladstone city, Oregon",29000,14,6216060,2.400034286,197064,A,11497,4790.348233,4779,1991.221554
1600000US1226475,1226475,"Goldenrod CDP, Florida",26475,14,6522231,2.518247575,415370,S,12039,4780.705487,5670,2251.565754
1600000US1547600,1547600,"Makakilo CDP, Hawaii",47600,14,9887933,3.817752437,0,S,18248,4779.775614,5768,1510.836571
1600000US4225496,4225496,"Feasterville CDP, Pennsylvania",25496,12,1666593,0.643475182,0,S,3074,4777.185019,1340,2082.442396
1600000US3254600,3254600,"Paradise CDP, Nevada",54600,18,120996826,46.71713769,0,S,223167,4776.983588,114296,2446.553998
1600000US2545560,2545560,"Newton city, Massachusetts",45560,17,46198301,17.8372645,847269,A,85146,4773.489792,32648,1830.325497
1600000US4214584,4214584,"Coaldale borough (Bedford County), Pennsylvania",14584,4,87373,0.033734905,0,A,161,4772.50487,61,1808.216131
1600000US5111464,5111464,"Burke CDP, Virginia",11464,16,22287398,8.605212843,274355,S,41055,4770.945327,13884,1613.440626
1600000US1711358,1711358,"Carpentersville village, Illinois",11358,16,20470032,7.903523877,510043,A,37691,4768.885447,11583,1465.548808
1600000US7268599,7268599,"Rafael Hernández comunidad, Puerto Rico",68599,9,734224,0.283485483,0,S,1351,4765.676126,631,2225.863535
1600000US4276304,4276304,"Telford borough, Pennsylvania",76304,12,2648435,1.022566514,1271,A,4872,4764.482246,2128,2081.038222
1600000US0664000,664000,"Sacramento city, California",64000,19,253599699,97.91539536,5673097,A,466488,4764.194622,190911,1949.754676
1600000US3428800,3428800,"Haddon Heights borough, New Jersey",28800,13,4062715,1.568623098,13573,A,7473,4764.050721,3159,2013.868089
1600000US2572600,2572600,"Waltham city, Massachusetts",72600,17,32967414,12.72879025,2652667,A,60632,4763.374902,24926,1958.23794
1600000US0644826,644826,"McFarland city, California",44826,14,6910217,2.668049813,0,A,12707,4762.654706,2683,1005.603414
1600000US7212560,7212560,"Candelaria Arenas comunidad, Puerto Rico",12560,12,2620311,1.011707776,5814,S,4818,4762.244705,2014,1990.693407
1600000US1235862,1235862,"Juno Ridge CDP, Florida",35862,8,390526,0.150782938,0,S,718,4761.811977,440,2918.102047
1600000US1224000,1224000,"Fort Lauderdale city, Florida",24000,18,90041713,34.76530123,9858051,A,165521,4761.097823,93159,2679.654618
1600000US0660242,660242,"Reedley city, California",60242,15,13166426,5.083585715,185387,A,24194,4759.239119,6867,1350.818179
1600000US2105068,2105068,"Beechwood Village city, Kentucky",5068,9,720556,0.278208239,8,A,1324,4759.025131,611,2196.196643
1600000US4163010,4163010,"Rockcreek CDP, Oregon",63010,13,5071014,1.957929535,0,S,9316,4758.087477,3841,1961.766208
1600000US0653294,653294,"Oceano CDP, California",53294,13,3967102,1.531706711,39221,S,7286,4756.785323,3117,2034.984882
1600000US2131870,2131870,"Goose Creek city, Kentucky",31870,6,160138,0.06182963,7,A,294,4755.001761,115,1859.949668
1600000US2545000,2545000,"New Bedford city, Massachusetts",45000,17,51791464,19.9967969,10708768,A,95072,4754.361436,42933,2146.993852
1600000US2976264,2976264,"Vinita Terrace village, Missouri",76264,6,150988,0.058296795,0,A,277,4751.547646,116,1989.817787
1600000US0654008,654008,"Orange Cove city, California",54008,13,4951306,1.911710016,0,A,9078,4748.628153,2231,1167.018001
1600000US4222528,4222528,"Edgewood CDP, Pennsylvania",22528,11,1300694,0.502200782,0,S,2384,4747.105308,1276,2540.816432
1600000US4237208,4237208,"Irwin borough, Pennsylvania",37208,12,2168066,0.837094998,0,A,3973,4746.175773,2222,2654.417963
1600000US4202288,4202288,"Ambridge borough, Pennsylvania",2288,13,3849318,1.486230052,534656,A,7050,4743.545584,3952,2659.0769
1600000US2614320,2614320,"Center Line city, Michigan",14320,13,4508633,1.740793008,0,A,8257,4743.24056,3920,2251.847281
1600000US7209250,7209250,"Buena Vista comunidad (Humacao Municipio), Puerto Rico",9250,9,619465,0.239176784,0,S,1134,4741.262851,527,2203.391113
1600000US4822920,4822920,"El Chaparral CDP, Texas",22920,7,253711,0.097958369,0,S,464,4736.706063,136,1388.344881
1600000US7277500,7277500,"San Sebastián zona urbana, Puerto Rico",77500,13,5263231,2.032144937,0,S,9622,4734.898494,4528,2228.187527
1600000US1766053,1766053,"Round Lake Heights village, Illinois",66053,12,1464121,0.565300303,95840,A,2676,4733.767146,783,1385.104513
1600000US0944690,944690,"Manchester CDP, Connecticut",44690,16,16737791,6.46249751,94306,S,30577,4731.4525,13691,2118.530797
1600000US0675000,675000,"Stockton city, California",75000,19,159723404,61.66955368,7984682,A,291707,4730.162334,99637,1615.659496
1600000US4224160,4224160,"Etna borough, Pennsylvania",24160,12,1892306,0.730623462,165715,A,3451,4723.363234,1812,2480.073654
1600000US0681344,681344,"Upland city, California",81344,17,40447862,15.61700749,86983,A,73732,4721.263023,27355,1751.615988
1600000US5149792,5149792,"Marumsco CDP, Virginia",49792,16,19220709,7.42115755,1006399,S,35036,4721.096374,11975,1613.629669
1600000US1216550,1216550,"Daytona Beach Shores city, Florida",16550,12,2330006,0.899620384,85962,A,4247,4720.880133,5963,6628.351362
1600000US5157560,5157560,"North Springfield CDP, Virginia",57560,13,3992502,1.541513706,25996,S,7274,4718.738453,2480,1608.808271
1600000US2631420,2631420,"Garden City city, Michigan",31420,16,15201523,5.869341093,0,A,27692,4718.076452,11616,1979.097792
1600000US2972034,2972034,"Sycamore Hills village, Missouri",72034,8,366964,0.141685599,0,A,668,4714.664065,294,2075.016819
1600000US4949710,4949710,"Midvale city, Utah",49710,16,15369887,5.9343468,0,A,27964,4712.228817,11764,1982.358025
1600000US1269812,1269812,"Sunset CDP, Florida",69812,14,9013312,3.480059367,172874,S,16389,4709.402419,5610,1612.041465
1600000US0621230,621230,"Eastvale CDP, California",21230,17,29539492,11.40526211,104026,S,53668,4705.547272,14494,1270.816914
1600000US0669112,669112,"Santa Cruz city, California",69112,17,32997141,12.74026791,7998545,A,59946,4705.238573,23316,1830.102802
1600000US4227130,4227130,"Fox Chase CDP, Pennsylvania",27130,10,892985,0.344783451,33881,S,1622,4704.40213,592,1717.019766
1600000US1271741,1271741,"Three Lakes CDP, Florida",71741,14,8286473,3.199425248,1697709,S,15047,4703.032211,5342,1669.67489
1600000US1781048,1781048,"Wheaton city, Illinois",81048,17,29143125,11.25222395,482435,A,52894,4700.759622,20112,1787.379996
1600000US4205504,4205504,"Ben Avon borough, Pennsylvania",5504,10,981451,0.378940366,204393,A,1781,4699.947963,810,2137.5395
1600000US4221712,4221712,"East Pittsburgh borough, Pennsylvania",21712,10,1004232,0.387736159,0,A,1822,4699.071665,1035,2669.340929
1600000US1754638,1754638,"Oak Forest city, Illinois",54638,16,15414348,5.951513289,123156,A,27962,4698.300859,10672,1793.157384
1600000US4208624,4208624,"Bridgeville borough, Pennsylvania",8624,13,2838431,1.095924383,2738,A,5148,4697.404384,2677,2442.686779
1600000US4254268,4254268,"Newtown Grant CDP, Pennsylvania",54268,12,1997130,0.771096237,609,S,3620,4694.615053,1589,2060.702574
1600000US4807132,4807132,"Bedford city, Texas",7132,16,25930605,10.01186299,27046,A,46979,4692.33349,22301,2227.457569
1600000US4807300,4807300,"Bellaire city, Texas",7300,14,9304024,3.592303903,1966,A,16855,4691.974971,6427,1789.10253
1600000US4209080,4209080,"Brookhaven borough, Pennsylvania",9080,13,4419983,1.70656505,7369,A,8006,4691.29495,3690,2162.238117
1600000US3648879,3648879,"Mount Ivy CDP, New York",48879,13,3799262,1.466903322,0,S,6878,4688.788892,2999,2044.442845
1600000US0623616,623616,"Farmersville city, California",23616,14,5849289,2.258423205,0,A,10588,4688.226713,2726,1207.036836
1600000US0657764,657764,"Pleasant Hill city, California",57764,16,18315212,7.071543189,0,A,33152,4688.085629,14321,2025.159094
1600000US1236100,1236100,"Kendall CDP, Florida",36100,17,41647800,16.08030616,1334268,S,75371,4687.162,31899,1983.730886
1600000US4260120,4260120,"Phoenixville borough, Pennsylvania",60120,14,9085503,3.507932469,545346,A,16440,4686.521233,7699,2194.740083
1600000US0639114,639114,"Ladera Ranch CDP, California",39114,15,12703465,4.904835466,0,S,22980,4685.17245,7410,1510.754041
1600000US1268800,1268800,"Stock Island CDP, Florida",68800,12,2166830,0.836617776,3274557,S,3919,4684.337475,1644,1965.055068
1600000US5184976,5184976,"West Springfield CDP, Virginia",84976,15,12422037,4.796175504,81335,S,22460,4682.89786,8556,1783.921375
1600000US3458350,3458350,"Phillipsburg town, New Jersey",58350,14,8269833,3.193000508,304984,A,14950,4682.116386,6607,2069.213576
1600000US2416787,2416787,"Chevy Chase Village town, Maryland",16787,10,1080769,0.417287262,0,A,1953,4680.229137,726,1739.808681
1600000US2762014,2762014,"Spring Park city, Minnesota",62014,10,923755,0.356663815,665432,A,1669,4679.476671,1072,3005.631511
1600000US7205217,7205217,"Barahona comunidad, Puerto Rico",5217,11,1366681,0.527678507,0,S,2469,4678.985346,940,1781.387698
1600000US7245379,7245379,"Liborio Negrón Torres comunidad, Puerto Rico",45379,9,615590,0.237680638,0,S,1112,4678.546851,496,2086.833847
1600000US1743744,1743744,"Lincolnwood village, Illinois",43744,14,6970927,2.691490076,0,A,12590,4677.706268,4640,1723.952111
1600000US4202184,4202184,"Altoona city, Pennsylvania",2184,16,25659855,9.907325825,4804,A,46320,4675.328218,21179,2137.711061
1600000US1209415,1209415,"Buenaventura Lakes CDP, Florida",9415,16,14447574,5.578239745,134306,S,26079,4675.130721,9340,1674.363317
1600000US1714572,1714572,"Clarendon Hills village, Illinois",14572,13,4668684,1.802589047,26085,A,8427,4674.94242,3338,1851.780918
1600000US1255775,1255775,"Pembroke Pines city, Florida",55775,18,85790366,33.12384691,4398994,A,154750,4671.860742,61703,1862.79692
1600000US7240348,7240348,"La Dolores comunidad, Puerto Rico",40348,12,1708204,0.65954128,0,S,3081,4671.428605,1324,2007.45585
1600000US2151294,2151294,"Meadowview Estates city, Kentucky",51294,7,201280,0.077714646,0,A,363,4670.934241,219,2818.001649
1600000US1269700,1269700,"Sunrise city, Florida",69700,17,46867126,18.09549928,557466,A,84439,4666.298436,37609,2078.362106
1600000US0620984,620984,"East Pasadena CDP, California",20984,13,3412477,1.317564792,13240,S,6144,4663.148286,2184,1657.603492
1600000US3466450,3466450,"Seaside Heights borough, New Jersey",66450,12,1603580,0.619145726,329004,A,2887,4662.876412,3003,4850.231335
1600000US1204350,1204350,"Bayshore Gardens CDP, Florida",4350,14,9072664,3.502975303,174218,S,16323,4659.753092,9744,2781.635369
1600000US4965110,4965110,"Roy city, Utah",65110,16,20501131,7.915531269,0,A,36884,4659.699867,12599,1591.680908
1600000US4254776,4254776,"North Belle Vernon borough, Pennsylvania",54776,10,1095539,0.422989991,0,A,1971,4659.684729,979,2314.47557
1600000US0685992,685992,"Winter Gardens CDP, California",85992,15,11472439,4.42953365,2714,S,20631,4657.600919,7885,1780.097099
1600000US3667686,3667686,"Sloan village, New York",67686,12,2035859,0.786049588,16234,A,3661,4657.46698,1811,2303.925895
1600000US3476400,3476400,"Waldwick borough, New Jersey",76400,13,5353209,2.066885638,51283,A,9625,4656.764662,3537,1711.270297
1600000US1777993,1777993,"Villa Park village, Illinois",77993,15,12187783,4.705729525,126509,A,21904,4654.751168,8521,1810.771307
1600000US4239056,4239056,"Kelayres CDP, Pennsylvania",39056,8,296591,0.11451443,0,S,533,4654.435246,258,2252.99117
1600000US2456400,2456400,"North Chevy Chase village, Maryland",56400,8,288821,0.111514416,0,A,519,4654.106772,195,1748.652833
1600000US4805384,4805384,"Balcones Heights city, Texas",5384,12,1636946,0.632028411,484,A,2941,4653.271829,1630,2578.997988
1600000US3668374,3668374,"Sound Beach CDP, New York",68374,13,4238912,1.636653143,0,S,7612,4650.954928,3001,1833.620039
1600000US2443500,2443500,"Kensington town, Maryland",43500,11,1232741,0.475963981,0,A,2213,4649.51149,902,1895.101385
1600000US1780242,1780242,"Western Springs village, Illinois",80242,14,7231041,2.791920658,0,A,12975,4647.338371,4590,1644.029528
1600000US3405740,3405740,"Beverly city, New Jersey",5740,12,1436786,0.5547462,594486,A,2577,4645.367561,1086,1957.651987
1600000US4226512,4226512,"Ford City borough, Pennsylvania",26512,12,1669486,0.644592176,301109,A,2991,4640.143199,1644,2550.449822
1600000US4846494,4846494,"Manuel Garcia II CDP, Texas",46494,3,42997,0.016601235,0,S,77,4638.209084,26,1566.148522
1600000US3436510,3436510,"Kearny town, New Jersey",36510,16,22726429,8.774723667,3672659,A,40684,4636.499284,14180,1616.005306
1600000US3439990,3439990,"Leonardo CDP, New Jersey",39990,12,1540206,0.594676887,21499,S,2757,4636.131086,1055,1774.07265
1600000US4281328,4281328,"Washington city, Pennsylvania",81328,14,7634147,2.947560761,0,A,13663,4635.358219,6621,2246.264127
1600000US5121088,5121088,"Dale City CDP, Virginia",21088,17,36862360,14.23263737,56447,S,65969,4635.050994,20922,1470.001621
1600000US5473468,5473468,"Shepherdstown town, West Virginia",73468,10,969144,0.374188606,0,A,1734,4634.02672,583,1558.037819
1600000US7203174,7203174,"Anon Raices comunidad, Puerto Rico",3174,6,160445,0.061948163,0,S,287,4632.905706,91,1468.970102
1600000US0603162,603162,"Atwater city, California",3162,16,15766233,6.087376853,22024,A,28168,4627.280466,9771,1605.124873
1600000US7204620,7204620,"Bairoa La Vienticinco comunidad, Puerto Rico",4620,7,223541,0.086309666,0,S,399,4622.88892,177,2050.755235
1600000US0624680,624680,"Fontana city, California",24680,18,109898700,42.4321271,0,A,196069,4620.767645,51857,1222.116437
1600000US4808860,4808860,"Blue Mound city, Texas",8860,11,1343135,0.518587345,0,A,2394,4616.387237,792,1527.225853
1600000US0824785,824785,"Englewood city, Colorado",24785,16,16981758,6.556693699,227415,A,30255,4614.368368,15478,2360.641005
1600000US3949098,3949098,"Mentor-on-the-Lake city, Ohio",49098,13,4178010,1.613138748,103377,A,7443,4613.986248,3461,2145.506705
1600000US2232930,2232930,"Harahan city, Louisiana",32930,13,5207572,2.010654876,1251884,A,9277,4613.91963,4145,2061.517394
1600000US4867775,4867775,"Siesta Acres CDP, Texas",67775,10,1058184,0.408567144,2828,S,1885,4613.684747,615,1505.260541
1600000US2131960,2131960,"Goshen city, Kentucky",31960,8,510568,0.197131415,7781,A,909,4611.137188,313,1587.773311
1600000US7211710,7211710,"Campo Rico comunidad, Puerto Rico",11710,12,1688618,0.651979083,0,S,3006,4610.577364,1217,1866.624302
1600000US0664434,664434,"San Anselmo town, California",64434,14,6933825,2.677164914,0,A,12336,4607.859582,5538,2068.606223
1600000US4208432,4208432,"Bressler CDP, Pennsylvania",8432,9,807749,0.311873646,0,S,1437,4607.635238,624,2000.810291
1600000US4982070,4982070,"Washington Terrace city, Utah",82070,13,5098647,1.968598696,0,A,9067,4605.814287,3462,1758.611345
1600000US2484375,2484375,"White Oak CDP, Maryland",84375,14,9786306,3.778514032,3348,S,17403,4605.778847,6865,1816.851795
1600000US5179952,5179952,"Tysons Corner CDP, Virginia",79952,14,11038499,4.261988473,28116,S,19627,4605.127425,10637,2495.783381
1600000US1200950,1200950,"Altamonte Springs city, Florida",950,16,23342047,9.012415115,1643943,A,41496,4604.315211,22088,2450.841391
1600000US3925704,3925704,"Euclid city, Ohio",25704,16,27531498,10.62997126,2206980,A,48920,4602.082057,26037,2449.395146
1600000US3605034,3605034,"Bayville village, New York",5034,13,3755324,1.449938764,261570,A,6669,4599.504589,2651,1828.353076
1600000US7218074,7218074,"Cidra zona urbana, Puerto Rico",18074,13,2877959,1.111186229,23678,S,5109,4597.78916,2206,1985.265783
1600000US2964478,2964478,"St. John city, Missouri",64478,13,3671367,1.417522784,0,A,6517,4597.456968,2953,2083.211666
1600000US0609710,609710,"Calexico city, California",9710,16,21733155,8.391218415,0,A,38572,4596.710286,10651,1269.303154
1600000US3948482,3948482,"Mayfield Heights city, Ohio",48482,14,10795851,4.168301552,23732,A,19155,4595.396893,10538,2528.128032
1600000US3606387,3606387,"Bethpage CDP, New York",6387,14,9261461,3.575870236,0,S,16429,4594.406093,6051,1692.175499
1600000US3666212,3666212,"Selden CDP, New York",66212,14,11192128,4.321304964,0,S,19851,4593.751232,6739,1559.482623
1600000US3906670,3906670,"Blacklick Estates CDP, Ohio",6670,13,4896435,1.890524203,61738,S,8682,4592.377069,3401,1798.971943
1600000US2927334,2927334,"Glendale city, Missouri",27334,13,3341604,1.290200572,0,A,5925,4592.309232,2348,1819.872081
1600000US2153328,2153328,"Moorland city, Kentucky",53328,7,243140,0.093876883,745,A,431,4591.119635,208,2215.667944
1600000US4228960,4228960,"Gettysburg borough, Pennsylvania",28960,13,4302802,1.661321211,12297,A,7620,4586.710836,2620,1577.058057
1600000US3665893,3665893,"Scotia village, New York",65893,13,4365179,1.685405106,269854,A,7729,4585.841097,3519,2087.925323
1600000US1543250,1543250,"Laie CDP, Hawaii",43250,13,3467611,1.338852149,2156370,S,6138,4584.524142,1093,816.3709493
1600000US4259176,4259176,"Pennside CDP, Pennsylvania",59176,12,2381477,0.919493449,25116,S,4215,4584.045708,1875,2039.16624
1600000US0670266,670266,"Saranap CDP, California",70266,13,2939426,1.134918772,0,S,5202,4583.587944,2257,1988.688579
1600000US3446110,3446110,"Midland Park borough, New Jersey",46110,13,4028084,1.555251993,21025,A,7128,4583.180108,2861,1839.573273
1600000US0622454,622454,"El Sobrante CDP (Contra Costa County), California",22454,14,7162170,2.765329415,0,S,12669,4581.371005,5136,1857.283249
1600000US2407125,2407125,"Bethesda CDP, Maryland",7125,17,34417238,13.28857045,195635,S,60858,4579.725128,27470,2067.190004
1600000US4262416,4262416,"Pottstown borough, Pennsylvania",62416,15,12658808,4.887593302,197792,A,22377,4578.326923,10320,2111.468644
1600000US3601000,3601000,"Albany city, New York",1000,17,55395223,21.38821608,1418704,A,97856,4575.229632,46362,2167.642211
1600000US1750647,1750647,"Morton Grove village, Illinois",50647,15,13178292,5.088167204,0,A,23270,4573.355998,9036,1775.885036
1600000US3658442,3658442,"Plainview CDP, New York",58442,16,14847922,5.732814978,27297,S,26217,4573.14602,9281,1618.925438
1600000US5340840,5340840,"Lynnwood city, Washington",40840,16,20296246,7.836424725,43357,A,35836,4573.003794,14939,1906.354049
1600000US3667638,3667638,"Sleepy Hollow village, New York",67638,13,5596100,2.160666381,7560035,A,9870,4568.03516,3637,1683.276989
1600000US2109532,2109532,"Briarwood city, Kentucky",9532,7,246681,0.095244071,0,A,435,4567.213446,243,2551.339925
1600000US3639309,3639309,"Kensington village, New York",39309,9,658401,0.254210058,0,A,1161,4567.089157,448,1762.322086
1600000US0611390,611390,"Carmichael CDP, California",11390,17,35037721,13.52814028,685947,S,61762,4565.446447,28165,2081.95653
1600000US3426520,3426520,"Glendora CDP, New Jersey",26520,12,2694864,1.040492852,55983,S,4750,4565.144289,1976,1899.100024
1600000US0642202,642202,"Lodi city, California",42202,17,35251809,13.61080013,553125,A,62134,4565.05124,23792,1748.023612
1600000US5317635,5317635,"Des Moines city, Washington",17635,16,16837298,6.500917379,0,A,29673,4564.432721,12588,1936.342099
1600000US7220783,7220783,"Corozal zona urbana, Puerto Rico",20783,14,5766055,2.226286377,0,S,10160,4563.653673,4118,1849.717109
1600000US4137400,4137400,"Jennings Lodge CDP, Oregon",37400,13,4151738,1.602995072,256560,S,7315,4563.332807,3203,1998.134652
1600000US4172500,4172500,"Talent city, Oregon",72500,13,3443923,1.329706161,176,A,6066,4561.910126,2826,2125.281572
1600000US3475020,3475020,"Upper Montclair CDP, New Jersey",75020,14,6566646,2.535396303,1990,S,11565,4561.41708,4310,1699.931484
1600000US2416550,2416550,"Cheverly town, Maryland",16550,13,3505544,1.353498163,1723,A,6173,4560.774569,2395,1769.488918
1600000US2568680,2568680,"Swampscott CDP, Massachusetts",68680,14,7830620,3.023419414,9550190,S,13787,4560.068622,5888,1947.463846
1600000US1783518,1783518,"Worth village, Illinois",83518,14,6135155,2.368796689,33038,A,10789,4554.633181,4557,1923.761554
1600000US1738830,1738830,"Justice village, Illinois",38830,14,7352454,2.838798481,114741,A,12926,4553.334831,5176,1823.306598
1600000US4950150,4950150,"Millcreek CDP, Utah",50150,17,35359050,13.65220611,0,S,62139,4551.572068,26203,1919.323499
1600000US3414380,3414380,"Colonia CDP, New Jersey",14380,14,10126201,3.90974823,10930,S,17795,4551.443968,6321,1616.728144
1600000US4131250,4131250,"Gresham city, Oregon",31250,18,60089745,23.20078124,584152,A,105594,4551.312256,41015,1767.828401
1600000US3921610,3921610,"Delshire CDP, Ohio",21610,12,1810198,0.698921385,0,S,3180,4549.867937,1151,1646.823269
1600000US0639220,639220,"Laguna Hills city, California",39220,16,17276288,6.670412373,63581,A,30344,4549.044093,11046,1655.969584
1600000US2102656,2102656,"Audubon Park city, Kentucky",2656,9,838668,0.323811539,0,A,1473,4548.94228,631,1948.664344
1600000US2169384,2169384,"Seneca Gardens city, Kentucky",69384,8,396294,0.153009975,287,A,696,4548.723039,302,1973.727526
1600000US1239375,1239375,"Lantana town, Florida",39375,14,5935891,2.291860426,1532840,A,10423,4547.833665,5186,2262.790501
1600000US3471220,3471220,"Stratford borough, New Jersey",71220,13,4010049,1.548288641,0,A,7040,4546.95579,2761,1783.259224
1600000US2138670,2138670,"Hunters Hollow city, Kentucky",38670,7,220060,0.084965645,0,A,386,4543.012669,139,1635.955339
1600000US3624295,3624295,"Elmsford village, New York",24295,12,2659167,1.026710162,0,A,4664,4542.664689,1735,1689.863472
1600000US0669070,669070,"Santa Barbara city, California",69070,17,50421584,19.46788325,58275322,A,88410,4541.325776,37820,1942.68681
1600000US5363960,5363960,"Shoreline city, Washington",63960,17,30235518,11.67399926,64672,A,53007,4540.603337,22787,1951.944615
